Id,Date,California_County,Cumulative_ConfirmedCases,Cumulative_Deaths,Instructions,Grocery_&_Essential_Retail,Government,Restaurants_&_Bars,Schools,Recreation,Parks,Gatherings
653,4/4/2020,Kern,2,205,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
654,4/4/2020,Kings,0,5,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
655,4/4/2020,Lake,0,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
656,4/4/2020,Lassen,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
657,4/4/2020,Los Angeles,119,5325,Safer at Home,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Closed (includes piers, beaches and public trails)",No more than 10 people
658,4/4/2020,Madera,1,28,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
659,4/4/2020,Marin,7,137,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
660,4/4/2020,Mariposa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
661,4/4/2020,Mendocino,0,4,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
662,4/4/2020,Merced,0,27,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
663,4/4/2020,Modoc,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
664,4/4/2020,Mono,1,19,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
665,4/4/2020,Monterey,2,62,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds, indoor facilities and golf courses closed",Except in individual households
666,4/4/2020,Napa,2,20,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
667,4/4/2020,Nevada,1,31,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
668,4/4/2020,Orange,14,786,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds, indoor facilities and playgrounds closed",Except in individual households
669,4/4/2020,Placer,2,101,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
670,4/4/2020,Plumas,0,3,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
671,4/4/2020,Riverside,18,665,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
672,4/4/2020,Sacramento,10,390,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
673,4/4/2020,San Benito,2,23,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
674,4/4/2020,San Bernardino,13,372,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
675,4/4/2020,San Diego,18,1209,Stay at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
676,4/4/2020,San Francisco,8,529,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds, indoor facilities and playgrounds closed",Except in individual households
677,4/4/2020,San Joaquin,11,191,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
678,4/4/2020,San Luis Obispo,0,93,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
679,4/4/2020,San Mateo,13,538,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
680,4/4/2020,Santa Barbara,1,168,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
681,4/4/2020,Santa Clara,39,1148,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",Most K-12 schools are distance learning. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
