Id,Date,California_County,Cumulative_ConfirmedCases,Cumulative_Deaths,Instructions,Grocery_&_Essential_Retail,Government,Restaurants_&_Bars,Schools,Recreation,Parks,Gatherings
221,3/25/2020,Siskiyou,3,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
222,3/25/2020,Solano,31,0,Shelter at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
223,3/25/2020,Sonoma,39,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
224,3/25/2020,Stanislaus,12,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
225,3/25/2020,Sutter,2,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
226,3/25/2020,Tehama,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
227,3/25/2020,Trinity,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
228,3/25/2020,Tulare,18,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
229,3/25/2020,Tuolumne,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",No more than 50 people
230,3/25/2020,Ventura,50,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
231,3/25/2020,Yolo,11,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
232,3/25/2020,Yuba,3,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
233,3/26/2020,Alameda,178,4,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
235,3/26/2020,Apline,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
234,3/26/2020,Amador,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
236,3/26/2020,Butte,5,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
237,3/26/2020,Calaveras,3,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
238,3/26/2020,Colusa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
239,3/26/2020,Contra Costa,131,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
240,3/26/2020,Del Norte,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
241,3/26/2020,El Dorado,9,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
242,3/26/2020,Fresno,27,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
243,3/26/2020,Glenn,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
244,3/26/2020,Humboldt,12,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
245,3/26/2020,Imperial,9,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
246,3/26/2020,Inyo,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
247,3/26/2020,Kern,32,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
248,3/26/2020,Kings,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
249,3/26/2020,Lake,0,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
250,3/26/2020,Lassen,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
251,3/26/2020,Los Angeles,1230,21,Safer at Home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,No more than 10 people
252,3/26/2020,Madera,10,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
253,3/26/2020,Marin,65,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
254,3/26/2020,Mariposa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
255,3/26/2020,Mendocino,2,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
256,3/26/2020,Merced,4,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
257,3/26/2020,Modoc,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
258,3/26/2020,Mono,6,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
259,3/26/2020,Monterey,24,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
260,3/26/2020,Napa,7,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
261,3/26/2020,Nevada,8,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
262,3/26/2020,Orange,256,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
263,3/26/2020,Placer,30,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
264,3/26/2020,Plumas,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
265,3/26/2020,Riverside,107,8,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
266,3/26/2020,Sacramento,113,5,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
267,3/26/2020,San Benito,12,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
268,3/26/2020,San Bernardino,55,3,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
269,3/26/2020,San Diego,341,3,Stay at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
270,3/26/2020,San Francisco,223,2,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
271,3/26/2020,San Joaquin,83,3,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
272,3/26/2020,San Luis Obispo,54,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
273,3/26/2020,San Mateo,195,5,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
274,3/26/2020,Santa Barbara,32,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
275,3/26/2020,Santa Clara,542,19,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
276,3/26/2020,Santa Cruz,32,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
277,3/26/2020,Shasta,3,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
278,3/26/2020,Sierra,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
279,3/26/2020,Siskiyou,3,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
280,3/26/2020,Solano,34,0,Shelter at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
281,3/26/2020,Sonoma,49,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
282,3/26/2020,Stanislaus,17,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
283,3/26/2020,Sutter,2,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
284,3/26/2020,Tehama,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
285,3/26/2020,Trinity,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
286,3/26/2020,Tulare,20,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
287,3/26/2020,Tuolumne,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",No more than 50 people
288,3/26/2020,Ventura,61,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
289,3/26/2020,Yolo,11,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
290,3/26/2020,Yuba,3,0,Shelter in place recommended,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
291,3/27/2020,Alameda,220,4,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
292,3/27/2020,Alpine,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
293,3/27/2020,Amador,2,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
294,3/27/2020,Butte,5,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
295,3/27/2020,Calaveras,3,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
296,3/27/2020,Colusa,1,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
297,3/27/2020,Contra Costa,151,2,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
298,3/27/2020,Del Norte,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
299,3/27/2020,El Dorado,12,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
300,3/27/2020,Fresno,31,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
301,3/27/2020,Glenn,1,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
302,3/27/2020,Humboldt,14,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
303,3/27/2020,Imperial,21,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
304,3/27/2020,Inyo,5,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
305,3/27/2020,Kern,40,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
306,3/27/2020,Kings,1,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
307,3/27/2020,Lake,0,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
308,3/27/2020,Lassen,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
309,3/27/2020,Los Angeles,1482,26,Safer at Home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Closed (includes piers, beaches and public trails)",No more than 10 people
310,3/27/2020,Madera,11,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
311,3/27/2020,Marin,69,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
312,3/27/2020,Mariposa,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
313,3/27/2020,Mendocino,2,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
314,3/27/2020,Merced,7,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
315,3/27/2020,Modoc,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
316,3/27/2020,Mono,8,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
317,3/27/2020,Monterey,27,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
318,3/27/2020,Napa,8,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
319,3/27/2020,Nevada,8,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
320,3/27/2020,Orange,321,3,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
321,3/27/2020,Placer,41,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
322,3/27/2020,Plumas,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
323,3/27/2020,Riverside,185,8,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
324,3/27/2020,Sacramento,164,6,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
325,3/27/2020,San Benito,12,1,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
326,3/27/2020,San Bernardino,64,3,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
327,3/27/2020,San Diego,47,5,Stay at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,Except in individual households
328,3/27/2020,San Francisco,279,3,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
329,3/27/2020,San Joaquin,93,4,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
330,3/27/2020,San Luis Obispo,59,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
331,3/27/2020,San Mateo,239,6,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
332,3/27/2020,Santa Barbara,47,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed",Closed,All non-essential public gatherings are prohibited
333,3/27/2020,Santa Clara,574,20,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
334,3/27/2020,Santa Cruz,34,0,Shelter in place,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
335,3/27/2020,Shasta,3,1,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
336,3/27/2020,Sierra,0,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
337,3/27/2020,Siskiyou,3,0,Following state order,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",All non-essential public gatherings are prohibited
338,3/27/2020,Solano,34,0,Shelter at home,Open,Open only for essential functions,"Bars closed, delivery/take out only",K-12 schools are closed. Colleges online only,"Gyms, movie theaters, etc. closed","Parking lots, state park campgrounds and indoor facilities closed",Except in individual households
